name,rating,genres,avg_user_rating
indiana-jones-and-the-last-crusade,★★★½,"Adventure, Action",4.1
rain-man,★★★½,Drama,3.9
cinema-paradiso,★★★½,"Drama, Romance",4.5
die-hard,★★★½,"Thriller, Action",4.1
my-neighbor-totoro,★★★½,"Fantasy, Animation, Family",4.2
the-princess-bride,★★★★½,"Adventure, Romance, Fantasy, Family, Comedy",4.1
aliens,★★★★,"Science Fiction, Horror, Thriller, Action",4.1
rocky-iv-rocky-vs-drago-the-ultimate-directors,★★★,Drama,3.7
come-and-see,★★★★★,"War, Drama",4.6
back-to-the-future,★★★½,"Comedy, Science Fiction, Adventure",4.2
return-of-the-jedi,★★★★,"Action, Science Fiction, Adventure",4.1
first-blood,★★★½,"War, Action, Adventure, Thriller",3.8
et-the-extra-terrestrial,★★★½,"Science Fiction, Fantasy, Adventure, Family",3.8
raiders-of-the-lost-ark,★★★★,"Adventure, Action",4.2
the-shining,★★★½,"Horror, Thriller",4.2
the-empire-strikes-back,★★★★½,"Action, Science Fiction, Adventure",4.4
alien,★★★★½,"Horror, Science Fiction",4.3
grease,★★★,"Comedy, Romance",3.5
star-wars,★★★★,"Adventure, Action, Science Fiction",4.2
rocky,★★★,Drama,4.1
the-exorcist,★★★★,Horror,4.0
2001-a-space-odyssey,★★★½,"Adventure, Mystery, Science Fiction",4.3
